         161612884 function calls (161609367 primitive calls) in 197.602 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      154    0.000    0.000    0.000    0.000 C:\Python39\lib\xml\etree\ElementTree.py:1267(IterParseIterator)
      186    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:681(is_consolidated)
     1225    0.000    0.000    0.000    0.000 {built-in method math.isinf}
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:702(__instancecheck__)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\excel\_openpyxl.py:500(get_sheet_by_name)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\excel\_base.py:973(<listcomp>)
       70    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:5969(_maybe_cast_with_dtype)
      141    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:429(is_timedelta64_dtype)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\range.py:133(_simple_new)
       19    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:689(_consolidate_check)
      833    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\styles\numbers.py:171(__init__)
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1097(_is_potential_multi_index)
       84    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       32    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\cast.py:698(_ensure_dtype_type)
      210    0.000    0.000    0.000    0.000 C:\Python39\lib\zipfile.py:1925(_fpclose)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\ntpath.py:289(expanduser)
       28    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:425(_simple_new)
      546    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       28    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:538(name)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\concat.py:375(<listcomp>)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\manifest.py:147(find)
       42    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1863(_asarray_compat)
       84    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\descriptors\nested.py:42(to_tree)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\page.py:133(__init__)
      196    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x000001797F4E8550}
      154    0.000    0.000    0.000    0.000 {method '_setevents' of 'xml.etree.ElementTree.XMLParser' objects}
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
      112    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1769(pandas_dtype)
       42    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:4279(__getitem__)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\reader\excel.py:100(_find_workbook_part)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1272(__init__)
      456    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:185(classes)
      279    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:831(__subclasscheck__)
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2879(_next_line)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\styles\protection.py:15(__init__)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1743(validate_all_hashable)
       28    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\construction.py:612(is_empty_data)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\workbook.py:278(__getitem__)
       10    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:509(_trim_join_unit)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\xml\etree\ElementTree.py:1305(_close_and_return_root)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\views.py:43(__init__)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\styles\named_styles.py:220(__init__)
      116    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\styles\stylesheet.py:119(_expand_named_style)
      476    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      707    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\urllib\parse.py:437(urlsplit)
       53    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       42    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:757(is_signed_integer_dtype)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:999(argsort)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:876(_clean_options)
      127    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\range.py:747(__len__)
       25    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
      113    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:320(<genexpr>)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\reshape\concat.py:390(<listcomp>)
      210    0.000    0.000    0.000    0.000 C:\Python39\lib\zipfile.py:662(_check_compression)
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\inference.py:263(is_dict_like)
      146    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:600(__len__)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\styles\table.py:81(__init__)
      546    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      170    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:195(<lambda>)
      161    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:1250(_validate_names)
      140    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1371(_validate_parse_dates_presence)
      154    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\concat.py:130(<listcomp>)
       42    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:813(is_unsigned_integer_dtype)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:6174(get_unanimous_names)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\zipfile.py:1805(__del__)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1545(_make_index)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\properties.py:20(__init__)
       23    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:501(_is_uniform_reindex)
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\_mixins.py:110(ndim)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3075(_get_index_name)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:585(_values)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:439(_set_axis)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       32    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1276(is_string_like_dtype)
       28    0.000    0.000    0.000    0.000 C:\Python39\lib\zipfile.py:1809(close)
       70    0.000    0.000    0.000    0.000 C:\Python39\lib\distutils\version.py:314(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\excel\_openpyxl.py:477(_workbook_class)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2804(_buffered_line)
      133    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\descriptors\nested.py:97(from_tree)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\manifest.py:57(__init__)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\properties.py:140(__init__)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\child.py:70(title)
       42    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:563(_reset_identity)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\workbook.py:438(close)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\datavalidation.py:169(__init__)
       49    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\manifest.py:157(findall)
       21    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:290(_simple_new)
      374    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:265(mgr_locs)
       84    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\concat.py:135(<genexpr>)
       19    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:690(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\frame.py:645(shape)
      147    0.000    0.000    0.000    0.000 {method 'find' of 'xml.etree.ElementTree.Element' objects}
       34    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_asarray.py:298(<setcomp>)
       26    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\_dtype.py:178(_datetime_metadata_str)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\base.py:796(__iter__)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\scenario.py:85(__init__)
       74    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:561(_next_or_none)
      165    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:488(name)
        6    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      196    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1539(_maybe_make_multi_index_columns)
       83    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:161(_check_ndim)
       98    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:912(is_datetime64_any_dtype)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:1239(name)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\filters.py:321(__init__)
       39    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_2d)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1626(internal_values)
       16    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1234(is_numeric_dtype)
      105    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:487(<genexpr>)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2232(count_empty_vals)
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\worksheet.py:453(rows)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\flags.py:47(__init__)
       35    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\compat\_optional.py:49(get_version)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:340(_validate_dtype)
       28    0.000    0.000    0.000    0.000 C:\Python39\lib\urllib\parse.py:114(_coerce_args)
       14    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\common.py:170(all_none)
      121    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:210(ndim)
       35    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        7    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\workbook.py:302(worksheets)
